Direction,Title,Filename,Size_GB,Quality_Score,Reason,Needs_Review,Will_Replace
Chris → Ali,Alien (1979),Alien.1979.DC.2160p.UHD.BluRay.X265-IAMABLE.mkv,23.23,1800,Chris has additional version (lower quality: 1800 vs 2340),NO,N/A
Chris → Ali,Pirates of the Caribbean The Curse of the Black Pearl (2003),Pirates of the Caribbean The Curse of the Black Pearl (2003) WEBRip-2160p.mkv,19.35,1500,Only Chris has this file,NO,N/A
Chris → Ali,Prey (2022),Prey (2022) WEBDL-2160p.mkv,14.25,1600,Only Chris has this file,NO,N/A
Chris → Ali,Jurassic World Dominion (2022),Jurassic World Dominion (2022) WEBDL-2160p.mkv,25.91,1750,Only Chris has this file,NO,N/A
Chris → Ali,Doctor Strange in the Multiverse of Madness (2022),Doctor Strange in the Multiverse of Madness (2022) WEBDL-2160p.mkv,22.00,1750,Only Chris has this file,NO,N/A
Chris → Ali,Master and Commander The Far Side of the World (2003),Master and Commander The Far Side of the World (2003) Remux-1080p.mkv,31.57,1500,Chris has additional version (lower quality: 1500 vs 2330),NO,N/A
Chris → Ali,Wonder Woman 1984 (2020),Wonder.Woman.1984.2020.2160p.HMAX.WEB-DL.DDP5.1.Atmos.HDR.HEVC-TOMMY.mkv,19.73,1950,Chris has additional version (lower quality: 1950 vs 2300),NO,N/A
Chris → Ali,Resident Evil Welcome to Raccoon City (2021),Resident Evil Welcome to Raccoon City (2021) WEBDL-2160p.mkv,11.42,1600,Only Chris has this file,NO,N/A
Chris → Ali,Solo A Star Wars Story (2018),Solo A Star Wars Story (2018) {imdb-tt3778644} [Bluray-2160p Proper][HDR10][TrueHD Atmos 7.1][x265]-TnP.mkv,37.20,2350,"Chris's version is higher quality (score: 2350 vs 2330, diff: +20)",YES,Solo A Star Wars Story (2018) {imdb-tt3778644} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv
Chris → Ali,Tenet (2020),Tenet (2020) {imdb-tt6723592} [Bluray-2160p Proper][HDR10][DTS-HD MA 5.1][x265]-CtrlHD.mkv,33.81,2100,"Chris's version is higher quality (score: 2100 vs 2080, diff: +20)",YES,Tenet (2020) {imdb-tt6723592} {edition-Imax} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-SPHD.mkv
Chris → Ali,Alien (1979),Alien.1979.2160p.Director.Cut.UHD.HDR10+Remux.DTS-HD.MA5.1-SHD.mkv,43.85,2340,"Chris's version is higher quality (score: 2340 vs 2100, diff: +240)",YES,Alien (1979) {imdb-tt0078748} {edition-Theatrical Cut} [Remux-2160p][HDR10Plus][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv
Chris → Ali,Close Encounters of the Third Kind (1977),Close.Encounters.Of.The.Third.Kind.1977.DC.2160p.BluRay.HDR10.10bit.x265.HEVC.DTS-HD.MA.5.1-PHOCiS.mkv,14.68,2340,"Chris's version is higher quality (score: 2340 vs 2180, diff: +160)",YES,Close Encounters of the Third Kind (1977) {imdb-tt0075860} {edition-Directors Cut} [Bluray-2160p][DV HDR10][AC3 5.1][x265]-BHDStudio.mp4
Chris → Ali,Top Gun (1986),Top Gun 1986 2160p UHD DV HDR10 BluRay SL TrueHD Atmos7 1 H265-SHD.mkv,23.00,2330,"Chris's version is higher quality (score: 2330 vs 2230, diff: +100)",YES,Top Gun (1986) {imdb-tt0092099} [Bluray-2160p][DV HDR10][EAC3 7.1][x265]-hallowed.mkv
Chris → Ali,Batman Begins (2005),Batman.Begins.2005.2160p.UHD.BluRay.REMUX.HDR.HEVC.DTS-HD.MA.5.1-EPSiLON.mkv,55.65,2490,"Chris's version is higher quality (score: 2490 vs 2280, diff: +210)",YES,Batman Begins (2005) {imdb-tt0372784} [Hybrid][Remux-2160p][DV HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv
Chris → Ali,2001 A Space Odyssey (1968),2001.A.Space.Odyssey.1968.REPACK.2160p.UHD.BluRay.REMUX.HDR.HEVC.DTS-HD.MA.5.1-EPSiLON.mkv,69.80,2490,"Chris's version is higher quality (score: 2490 vs 2280, diff: +210)",YES,2001 A Space Odyssey (1968) {imdb-tt0062622} [Remux-2160p Proper][DV HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv
Chris → Ali,A Beautiful Planet (2016),A.Beautiful.Planet.2016.2160p.UHD.BluRay.REMUX.HDR.HEVC.DTS-X-EPSiLON.mkv,17.33,2480,"Chris's version is higher quality (score: 2480 vs 2330, diff: +150)",YES,A Beautiful Planet (2016) {imdb-tt2800050} [Remux-2160p][HDR10Plus][DTS-X 7.1][HEVC]-FraMeSToR.mkv
